id,year,author,doi,title,journal,rater,include_final,no_reason,confirmed,type,prereg_link,notes
1024,2020,"Baranski, Erica; Baskin, Ernest; Coary, Sean; Ebersole, Charles R.; Krueger, Lacy E.; Lazarević, Ljiljana B.; Miller, Jeremy K.; Orlić, Ana; Penner, Matthew R.; Purić, Danka; Rife, Sean C.; Vaughn, Leigh Ann; Wichman, Aaron L.; Žeželj, Iris",10.1177/2515245920917334,"Many Labs 5: Registered Replication of Shnabel and Nadler (2008), Study 4",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1026,2020,"Buttrick, Nicholas R.; Aczel, Balazs; Aeschbach, Lena F.; Bakos, Bence E.; Brühlmann, Florian; Claypool, Heather M.; Hüffmeier, Joachim; Kovacs, Marton; Schuepfer, Kurt; Szecsi, Peter; Szuts, Attila; Szöke, Orsolya; Thomae, Manuela; Torka, Ann-Kathrin; Walker, Ryan J.; Wood, Michael J.",10.1177/2515245920917931,"Many Labs 5: Registered Replication of Vohs and Schooler (2008), Experiment 1",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1016,2020,"Ebersole, Charles R.; Mathur, Maya B.; Baranski, Erica; Bart-Plange, Diane-Jo; Buttrick, Nicholas R.; Chartier, Christopher R.; Corker, Katherine S.; Corley, Martin; Hartshorne, Joshua K.; IJzerman, Hans; Lazarević, Ljiljana B.; Rabagliati, Hugh; Ropovik, Ivan; Aczel, Balazs; Aeschbach, Lena F.; Andrighetto, Luca; Arnal, Jack D.; Arrow, Holly; Babincak, Peter; Bakos, Bence E.; Baník, Gabriel; Baskin, Ernest; Belopavlović, Radomir; Bernstein, Michael H.; Białek, Michał; Bloxsom, Nicholas G.; Bodroža, Bojana; Bonfiglio, Diane B. V.; Boucher, Leanne; Brühlmann, Florian; Brumbaugh, Claudia C.; Casini, Erica; Chen, Yiling; Chiorri, Carlo; Chopik, William J.; Christ, Oliver; Ciunci, Antonia M.; Claypool, Heather M.; Coary, Sean; Čolić, Marija V.; Collins, W. Matthew; Curran, Paul G.; Day, Chris R.; Dering, Benjamin; Dreber, Anna; Edlund, John E.; Falcão, Filipe; Fedor, Anna; Feinberg, Lily; Ferguson, Ian R.; Ford, Máire; Frank, Michael C.; Fryberger, Emily; Garinther, Alexander; Gawryluk, Katarzyna; Ashbaugh, Kayla; Giacomantonio, Mauro; Giessner, Steffen R.; Grahe, Jon E.; Guadagno, Rosanna E.; Hałasa, Ewa; Hancock, Peter J. B.; Hilliard, Rias A.; Hüffmeier, Joachim; Hughes, Sean; Idzikowska, Katarzyna; Inzlicht, Michael; Jern, Alan; Jiménez-Leal, William; Johannesson, Magnus; Joy-Gaba, Jennifer A.; Kauff, Mathias; Kellier, Danielle J.; Kessinger, Grecia; Kidwell, Mallory C.; Kimbrough, Amanda M.; King, Josiah P. J.; Kolb, Vanessa S.; Kołodziej, Sabina; Kovacs, Marton; Krasuska, Karolina; Kraus, Sue; Krueger, Lacy E.; Kuchno, Katarzyna; Lage, Caio Ambrosio; Langford, Eleanor V.; Levitan, Carmel A.; de Lima, Tiago Jessé Souza; Lin, Hause; Lins, Samuel; Loy, Jia E.; Manfredi, Dylan; Markiewicz, Łukasz; Menon, Madhavi; Mercier, Brett; Metzger, Mitchell; Meyet, Venus; Millen, Ailsa E.; Miller, Jeremy K.; Montealegre, Andres; Moore, Don A.; Muda, Rafał; Nave, Gideon; Nichols, Austin Lee; Novak, Sarah A.; Nunnally, Christian; Orlić, Ana; Palinkas, Anna; Panno, Angelo; Parks, Kimberly P.; Pedović, Ivana; Pękala, Emilian; Penner, Matthew R.; Pessers, Sebastiaan; Petrović, Boban; Pfeiffer, Thomas; Pieńkosz, Damian; Preti, Emanuele; Purić, Danka; Ramos, Tiago; Ravid, Jonathan; Razza, Timothy S.; Rentzsch, Katrin; Richetin, Juliette; Rife, Sean C.; Rosa, Anna Dalla; Rudy, Kaylis Hase; Salamon, Janos; Saunders, Blair; Sawicki, Przemysław; Schmidt, Kathleen; Schuepfer, Kurt; Schultze, Thomas; Schulz-Hardt, Stefan; Schütz, Astrid; Shabazian, Ani N.; Shubella, Rachel L.; Siegel, Adam; Silva, Rúben; Sioma, Barbara; Skorb, Lauren; de Souza, Luana Elayne Cunha; Steegen, Sara; Stein, L. A. R.; Sternglanz, R. Weylin; Stojilović, Darko; Storage, Daniel; Sullivan, Gavin Brent; Szaszi, Barnabas; Szecsi, Peter; Szöke, Orsolya; Szuts, Attila; Thomae, Manuela; Tidwell, Natasha D.; Tocco, Carly; Torka, Ann-Kathrin; Tuerlinckx, Francis; Vanpaemel, Wolf; Vaughn, Leigh Ann; Vianello, Michelangelo; Viganola, Domenico; Vlachou, Maria; Walker, Ryan J.; Weissgerber, Sophia C.; Wichman, Aaron L.; Wiggins, Bradford J.; Wolf, Daniel; Wood, Michael J.; Zealley, David; Žeželj, Iris; Zrubka, Mark; Nosek, Brian A.",10.1177/2515245920958687,Many Labs 5: Testing Pre-Data-Collection Peer Review as an Intervention to Increase Replicability,Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,"Preg but no Stage 1, was not coded as replication"
1190,2022,"Hoffman, Joel; Ben-Zion, Ziv; Arévalo, Adrián; Duek, Or; Greene, Talya; Hall, Brian J.; Harpaz-Rotem, Ilan; Liddell, Belinda; Locher, Cosima; Morina, Naser; Nickerson, Angela; Pfaltz, Monique C.; Schick, Matthis; Schnyder, Ulrich; Seedat, Soraya; Shatri, Fatlinda; Sit, Hao Fong; von Känel, Roland; Spiller, Tobias R.",10.1080/20008066.2022.2143019,Mapping the availability of translated versions of posttraumatic stress disorder screening questionnaires for adults: A scoping review,European Journal of Psychotraumatology,moin,yes,,yes,rr,https://osf.io/ud8hc/overview,
1071,2020,"Faiola, Eliana; Meyhöfer, Inga; Ettinger, Ulrich",10.1016/j.cortex.2019.12.008,Mechanisms of smooth pursuit eye movements in schizotypy,Cortex,moin,yes,,yes,rr,https://osf.io/m8ve5/overview,
1153,2020,"Ruszpel, Borys; Gast, Anne",10.1080/02699931.2020.1719982,Memory and preparedness in evaluative conditioning in a smell-taste paradigm. A registered report,Cognition and Emotion,moin,no,partial,yes_change,partial_rr,https://osf.io/nmcy9/overview,was not coded as partial
1187,2020,"Vize, Colin E.; Lynam, Donald R.",10.1002/per.2241,Merging Structural and Process-related Approaches to the Study of Agreeableness: A Preregistered Replication and Extension Attempt,European Journal of Personality,moin,no,replication,yes,replication,https://osf.io/gxnys/overview,
1177,2021,"Marr, Carey; Sauerland, Melanie; Otgaar, Henry; Quaedflieg, Conny W.E.M.; Hope, Lorraine",10.1080/09658211.2021.1893750,Mitigating the negative effects of retrieval stress on memory: an arousal reappraisal intervention,Memory,moin,yes,,yes,rr,https://osf.io/8a9sq/files/j9f6b,Stage 1 not formally registered
1009,2021,"Everett, Jim A. C.; Colombatto, Clara; Awad, Edmond; Boggio, Paulo; Bos, Björn; Brady, William J.; Chawla, Megha; Chituc, Vladimir; Chung, Dongil; Drupp, Moritz A.; Goel, Srishti; Grosskopf, Brit; Hjorth, Frederik; Ji, Alissa; Kealoha, Caleb; Kim, Judy S.; Lin, Yangfei; Ma, Yina; Maréchal, Michel André; Mancinelli, Federico; Mathys, Christoph; Olsen, Asmus L.; Pearce, Graeme; Prosser, Annayah M. B.; Reggev, Niv; Sabin, Nicholas; Senn, Julien; Shin, Yeon Soon; Sinnott-Armstrong, Walter; Sjåstad, Hallgeir; Strick, Madelijn; Sul, Sunhae; Tummers, Lars; Turner, Monique; Yu, Hongbo; Zoh, Yoonseo; Crockett, Molly J.",10.1038/s41562-021-01156-y,Moral dilemmas and trust in leaders during a global health crisis,Nature Human Behaviour,moin,yes,,yes,rr,https://doi.org/10.6084/m9.figshare.13247315,
1102,2022,"Grubbs, Joshua B.; Floyd, Christopher G.; Griffin, Kaelyn R.; Jennings, Todd L.; Kraus, Shane W.",10.1037/adb0000876,Moral incongruence and addiction: A registered report.,Psychology of Addictive Behaviors,moin,yes,,yes,rr,https://osf.io/npk9x/overview,
1077,2019,"Bolton, David A.E.; Cole, David M.; Butler, Blake; Mansour, Mahmoud; Rydalch, Garrett; McDannald, Douglas W.; Schwartz, Sarah E.",10.1016/j.cortex.2019.03.001,Motor preparation for compensatory reach-to-grasp responses when viewing a wall-mounted safety handle,Cortex,moin,yes,,yes,rr,https://osf.io/rq829/overview,
1081,2016,"Hobson, Hannah M.; Bishop, Dorothy V.M.",10.1016/j.cortex.2016.03.019,Mu suppression – A good measure of the human mirror neuron system?,Cortex,moin,yes,,yes,rr,https://osf.io/yajkz/files/jkh56,Stage 1 not formally registered
1148,2020,"LoTemplio, Sara B.; Scott, Emily E.; McDonnell, Amy S.; Hopman, Rachel J.; Castro, Spencer C.; McNay, G. David; McKinney, Ty L.; Greenberg, Kevin; Payne, Brennan R.; Strayer, David L.",10.1016/j.ijpsycho.2020.06.014,Nature as a potential modulator of the error-related negativity: A registered report,International Journal of Psychophysiology,moin,yes,,yes,rr,https://osf.io/zhc29/files/hjqf3,Stage 1 not formally registered
1110,2020,"Hisler, Garrett C.; Krizan, Zlatan; DeHart, Tracy; Wright, Aidan G.C.",10.1016/j.jrp.2020.103964,"Neuroticism as the intensity, reactivity, and variability in day-to-day affect",Journal of Research in Personality,moin,yes,,yes,rr,https://osf.io/3r92h/overview,
1168,2021,"Evans, Anthony M.; Kogler, Christoph; Sleegers, Willem W. A.",10.1017/S1930297500008007,No effects of synchronicity in online social dilemma experiments: A registered report,Judgment and Decision Making,moin,yes,,yes,rr,https://osf.io/ysufp/overview,
1088,2022,"Montero-Melis, Guillermo; Van Paridon, Jeroen; Ostarek, Markus; Bylund, Emanuel",10.1016/j.cortex.2022.02.006,No evidence for embodiment: The motor system is not needed to keep action verbs in working memory,Cortex,moin,no,replication,yes,replication,https://osf.io/v5zm7/overview,
1096,2020,"Chalkia, Anastasia; Schroyens, Natalie; Leng, Lu; Vanhasbroeck, Niels; Zenses, Ann-Kathrin; Van Oudenhove, Lukas; Beckers, Tom",10.1016/j.cortex.2020.04.017,No persistent attenuation of fear memories in humans: A registered replication of the reactivation-extinction effect,Cortex,moin,no,replication,yes,replication,https://osf.io/k2w4a/overview,
1212,2022,"Jörges, Björn; Harris, Laurence R.",10.3758/s13414-021-02372-4,Object speed perception during lateral visual self-motion,"Attention, Perception, and Psychophysics",moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1211,2023,"McAteer, Siobhan M.; McGregor, Anthony; Smith, Daniel T.",10.3758/s13414-022-02601-4,Oculomotor rehearsal in visuospatial working memory,"Attention, Perception, and Psychophysics",moin,no,no stage 1,no,not_rr_after_all,NA,Not an RR or prereg
1165,2018,"Heycke, Tobias; Gehrmann, Sarah; Haaf, Julia M.; Stahl, Christoph",10.1080/02699931.2018.1429389,Of two minds or one? A registered replication of Rydell et al. (2006),Cognition and Emotion,moin,no,no stage 1,no,not_rr_after_all,NA,"No Stage 1, only prereg, was indicated as replication"
1122,2020,"Morrison, Alexandra B.; Richmond, Lauren L.",10.1186/s41235-019-0201-4,Offloading items from memory: individual differences in cognitive offloading in a short-term memory task,Cognitive Research: Principles and Implications,moin,yes,,yes,rr,https://osf.io/aq5ft/files/j56n2,Stage 1 not formally registered
1225,2023,"Fontana, Lara; Albayay, Javier; Fernández-Prieto, Irune; Zampini, Massimiliano",10.1177/17470218221115046,Olfactory habituation to food and nonfood odours,Quarterly Journal of Experimental Psychology,moin,yes,,yes,rr,https://osf.io/we6v7/overview,
1099,2022,"Makhanova, Anastasia; Plant, E. Ashby; Ketterman, Alexandra B.; Maner, Jon K.",10.1016/j.evolhumbehav.2022.05.002,Pathogen threat and intergroup prejudice using the minimal group paradigm: Evidence from a registered report,Evolution and Human Behavior,moin,no,partial,yes_change,partial_rr,https://osf.io/sg23p/files/kfzcm,"Partial, but not indicated as such"
1209,2019,"Brown, Violet A.; Strand, Julia F.",10.3758/s13414-019-01772-x,Paying attention to audiovisual speech: Do incongruent stimuli incur greater costs?,"Attention, Perception, and Psychophysics",moin,yes,,yes,rr,https://osf.io/8t7an/overview,
1156,2022,"Hsieh, Te-Yi; Cross, Emily S.",10.1080/02699931.2022.2054781,People’s dispositional cooperative tendencies towards robots are unaffected by robots’ negative emotional displays in prisoner’s dilemma games,Cognition and Emotion,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1171,2022,"Doradzińska, Łucja; Furtak, Marcin; Bola, Michał",10.1016/j.concog.2022.103315,Perception of semantic relations in scenes: A registered report study of attention hold,Consciousness and Cognition,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1132,2022,"Delker, Brianna C; Michel, Paige K; Turner, Kit; McLean, Kate C",10.1525/collabra.36330,"Perceptions of Physical, Sexual, and Psychological Violence Stories: A Registered Report",Collabra,moin,yes,,yes,rr,https://osf.io/z2sne/overview,
1114,2022,"Rivard, Geneviève; Le Corff, Yann; Déry, Michèle; Bégin, Vincent; Lapalme, Mélanie",10.1016/j.jrp.2022.104240,Personality heterogeneity in adolescents with disruptive behavior disorders: A conceptual replication study,Journal of Research in Personality,moin,no,no stage 1,no,not_rr_after_all,NA,"No Stage 1 or prereg found, is conceptual replication"
1133,2021,"Ivanski, Chantelle; Lo, Ronda F.; Mar, Raymond A.",10.1525/collabra.28391,Pets and Politics: Do Liberals and Conservatives Differ in Their Preferences for Cats Versus Dogs?,Collabra,moin,yes,,yes,rr,https://osf.io/w2gxu/files/xr8jc,Stage 1 not formally registered
1131,2022,"Karhulahti, Veli-Matti; Siutila, Miia; Vahlo, Jukka; Koskimaa, Raine",10.1525/collabra.38819,Phenomenological Strands for Gaming Disorder and Esports Play: A Qualitative Registered Report,Collabra,moin,no,qualitative,yes,rr,https://rr.peercommunityin.org/articles/rec?id=44,Qualitative study
1106,2022,"Satchell, Liam P.; Corr, Philip J.; Latzman, Robert D.",10.1016/j.jrp.2021.104158,Pirates with psychopathic personalities? The role of sub-clinical and normative traits in illegal streaming and downloading of media,Journal of Research in Personality,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1163,2021,"Levin, Fedor; Fiedler, Susann; Weber, Bernd",10.1080/02699931.2021.1884533,Positivity effect and decision making in ageing,Cognition and Emotion,moin,yes,,yes,rr,https://osf.io/r6jfh/overview,
1093,2023,"Hadden, L.M.; Penny, H.; Jones, A.L.; Partridge, A.M.; Lancaster, T.M.; Allen, C.",10.1016/j.cortex.2022.11.011,Pre-frontal stimulation does not reliably increase reward responsiveness,Cortex,moin,no,replication,yes,replication,https://osf.io/kusg9/files/j7src,
1180,2023,"Helm, Rebecca K.; Growns, Bethany",10.1111/lcrp.12232,Predicting and projecting memory: Error and bias in metacognitive judgements underlying testimony evaluation,Legal and Criminological Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,Prereg but no Stage 1
1206,2025,"Pluta, Kathryn; More, Kimberly R.; Phillips, L. Alison",10.1080/08870446.2022.2156580,Predicting implicit and explicit exercise identity from descriptive social norms regarding exercise,Psychology & Health,moin,yes,,yes,rr,https://osf.io/x9kvh/overview,
1141,2021,"Costello, Cory; Srivastava, Sanjay; Rejaie, Reza; Zalewski, Maureen",10.1525/collabra.18731,Predicting Mental Health From Followed Accounts on Twitter,Collabra,moin,yes,,yes,rr,https://osf.io/54qdm/files/s4rtp,
1221,2019,"Wood, Katherine; Simons, Daniel J.",10.3758/s13414-018-1629-1,Processing without noticing in inattentional blindness: A replication of Moore and Egeth (1997) and Mack and Rock (1998),"Attention, Perception, and Psychophysics",moin,no,replication,yes,replication,https://osf.io/9qsf6/overview,
1017,2020,The ManyBabies Consortium,10.1177/2515245919900809,Quantifying Sources of Variability in Infancy Research Using the Infant-Directed-Speech Preference,Advances in Methods and Practices in Psychological Science,moin,yes,,yes,rr,https://osf.io/qh5rd/files/e9cs7,
1100,2022,"Tybur, Joshua M.; Fan, Lei; Jones, Benedict C.; Holzleitner, Iris J.; Lee, Anthony J.; DeBruine, Lisa M.",10.1016/j.evolhumbehav.2022.01.003,Re-evaluating the relationship between pathogen avoidance and preferences for facial symmetry and sexual dimorphism: A registered report,Evolution and Human Behavior,moin,yes,,yes,rr,https://osf.io/tme7b/overview,
1069,2021,"Lazari, Alberto; Salvan, Piergiorgio; Cottaar, Michiel; Papp, Daniel; Jens Van Der Werf, Olof; Johnstone, Ainslie; Sanders, Zeena-Britt; Sampaio-Baptista, Cassandra; Eichert, Nicole; Miyamoto, Kentaro; Winkler, Anderson; Callaghan, Martina F.; Nichols, Thomas E.; Stagg, Charlotte J.; Rushworth, Matthew F.S.; Verhagen, Lennart; Johansen-Berg, Heidi",10.1016/j.cortex.2021.08.017,Reassessing associations between white matter and behaviour with multimodal microstructural imaging,Cortex,moin,no,no stage 1,no,not_rr_after_all,NA,Prereg but no Stage 1
1198,2020,"Yörük, Harun; Santacroce, Lindsay A.; Tamber-Rosenau, Benjamin J.",10.3758/s13423-020-01757-0,Reevaluating the sensory recruitment model by manipulating crowding in visual working memory representations,Psychonomic Bulletin & Review,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1047,2020,"Kupfer, Tom R.; Inbar, Yoel; Tybur, Joshua M.",10.1016/j.jesp.2020.104043,Reexamining the role of intent in moral judgements of purity violations,Journal of Experimental Social Psychology,moin,no,no stage 1,yes_change,partial_rr,https://osf.io/9xvgs/overview,Was not indicated as partial
1191,2021,"Kuranova, Anna; Booij, Sanne H.; Oldehinkel, Albertine J.; Wichers, Marieke; Jeronimus, Bertus; Wigman, Johanna T.W.",10.1080/20008198.2021.1956802,Reflections on psychological resilience: a comparison of three conceptually different operationalizations in predicting mental health,European Journal of Psychotraumatology,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1223,2020,"Gyurkovics, Mate; Kovacs, Marton; Jaquiery, Matt; Palfi, Bence; Dechterenko, Filip; Aczel, Balazs",10.3758/s13414-020-02021-2,"Registered Replication Report of Weissman, D. H., Jiang, J., & Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds","Attention, Perception, and Psychophysics",moin,no,replication,yes,replication,https://osf.io/z27sn/files/6suzb,
1019,2020,"Colling, Lincoln J.; Szűcs, Dénes; De Marco, Damiano; Cipora, Krzysztof; Ulrich, Rolf; Nuerk, Hans-Christoph; Soltanlou, Mojtaba; Bryce, Donna; Chen, Sau-Chin; Schroeder, Philipp Alexander; Henare, Dion T.; Chrystall, Christine K.; Corballis, Paul M.; Ansari, Daniel; Goffin, Celia; Sokolowski, H. Moriah; Hancock, Peter J. B.; Millen, Ailsa E.; Langton, Stephen R. H.; Holmes, Kevin J.; Saviano, Mark S.; Tummino, Tia A.; Lindemann, Oliver; Zwaan, Rolf A.; Lukavský, Jiří; Becková, Adéla; Vranka, Marek A.; Cutini, Simone; Mammarella, Irene Cristina; Mulatti, Claudio; Bell, Raoul; Buchner, Axel; Mieth, Laura; Röer, Jan Philipp; Klein, Elise; Huber, Stefan; Moeller, Korbinian; Ocampo, Brenda; Lupiáñez, Juan; Ortiz-Tudela, Javier; de la Fuente, Juanma; Santiago, Julio; Ouellet, Marc; Hubbard, Edward M.; Toomarian, Elizabeth Y.; Job, Remo; Treccani, Barbara; McShane, Blakeley B.",10.1177/2515245920903079,"Registered Replication Report on Fischer, Castel, Dodd, and Pratt (2003)",Advances in Methods and Practices in Psychological Science,moin,no,replication,yes,replication,https://osf.io/fz9tq/overview,
1020,2018,"Verschuere, Bruno; Meijer, Ewout H.; Jim, Ariane; Hoogesteyn, Katherine; Orthey, Robin; McCarthy, Randy J.; Skowronski, John J.; Acar, Oguz A.; Aczel, Balazs; Bakos, Bence E.; Barbosa, Fernando; Baskin, Ernest; Bègue, Laurent; Ben-Shakhar, Gershon; Birt, Angie R.; Blatz, Lisa; Charman, Steve D.; Claesen, Aline; Clay, Samuel L.; Coary, Sean P.; Crusius, Jan; Evans, Jacqueline R.; Feldman, Noa; Ferreira-Santos, Fernando; Gamer, Matthias; Gomes, Sara; González-Iraizoz, Marta; Holzmeister, Felix; Huber, Juergen; Isoni, Andrea; Jessup, Ryan K.; Kirchler, Michael; klein Selle, Nathalie; Koppel, Lina; Kovacs, Marton; Laine, Tei; Lentz, Frank; Loschelder, David D.; Ludvig, Elliot A.; Lynn, Monty L.; Martin, Scott D.; McLatchie, Neil M.; Mechtel, Mario; Nahari, Galit; Özdoğru, Asil Ali; Pasion, Rita; Pennington, Charlotte R.; Roets, Arne; Rozmann, Nir; Scopelliti, Irene; Spiegelman, Eli; Suchotzki, Kristina; Sutan, Angela; Szecsi, Peter; Tinghög, Gustav; Tisserand, Jean-Christian; Tran, Ulrich S.; Van Hiel, Alain; Vanpaemel, Wolf; Västfjäll, Daniel; Verliefde, Thomas; Vezirian, Kévin; Voracek, Martin; Warmelink, Lara; Wick, Katherine; Wiggins, Bradford J.; Wylie, Keith; Yıldız, Ezgi",10.1177/2515245918781032,"Registered Replication Report on Mazar, Amir, and Ariely (2008)",Advances in Methods and Practices in Psychological Science,moin,no,replication,yes,replication,https://osf.io/3bwx5/files/zr4z7,
1021,2018,"McCarthy, Randy J.; Skowronski, John J.; Verschuere, Bruno; Meijer, Ewout H.; Jim, Ariane; Hoogesteyn, Katherine; Orthey, Robin; Acar, Oguz A.; Aczel, Balazs; Bakos, Bence E.; Barbosa, Fernando; Baskin, Ernest; Bègue, Laurent; Ben-Shakhar, Gershon; Birt, Angie R.; Blatz, Lisa; Charman, Steve D.; Claesen, Aline; Clay, Samuel L.; Coary, Sean P.; Crusius, Jan; Evans, Jacqueline R.; Feldman, Noa; Ferreira-Santos, Fernando; Gamer, Matthias; Gerlsma, Coby; Gomes, Sara; González-Iraizoz, Marta; Holzmeister, Felix; Huber, Juergen; Huntjens, Rafaele J. C.; Isoni, Andrea; Jessup, Ryan K.; Kirchler, Michael; klein Selle, Nathalie; Koppel, Lina; Kovacs, Marton; Laine, Tei; Lentz, Frank; Loschelder, David D.; Ludvig, Elliot A.; Lynn, Monty L.; Martin, Scott D.; McLatchie, Neil M.; Mechtel, Mario; Nahari, Galit; Özdoğru, Asil Ali; Pasion, Rita; Pennington, Charlotte R.; Roets, Arne; Rozmann, Nir; Scopelliti, Irene; Spiegelman, Eli; Suchotzki, Kristina; Sutan, Angela; Szecsi, Peter; Tinghög, Gustav; Tisserand, Jean-Christian; Tran, Ulrich S.; Van Hiel, Alain; Vanpaemel, Wolf; Västfjäll, Daniel; Verliefde, Thomas; Vezirian, Kévin; Voracek, Martin; Warmelink, Lara; Wick, Katherine; Wiggins, Bradford J.; Wylie, Keith; Yıldız, Ezgi",10.1177/2515245918777487,Registered Replication Report on Srull and Wyer (1979),Advances in Methods and Practices in Psychological Science,moin,no,replication,yes,replication,https://osf.io/3bwx5/files/zr4z7,
1115,2014,"van ’ t Veer, Anna E.; Stel, Mariëlle; van Beest, Ilja; Gallucci, Marcello",10.3389/fpsyg.2014.00442,Registered report: measuring unconscious deception detection by skin temperature,Frontiers in Psychology,moin,no,stage 1,no,not_rr_after_all,NA,Stage 1
1052,2022,"Schmidt, Kathleen; Buchanan, Erin M.; Hall, Braeden F.",10.1016/j.jesp.2021.104280,Registered report: Moderators of the relationship between implicit and explicit measures of evaluation and identification,Journal of Experimental Social Psychology,moin,yes,,yes_change,rr,https://osf.io/phkfd/overview,indicated as replication but it is conceptual
1178,2022,"Riesthuis, Paul; Otgaar, Henry; Hope, Lorraine; Mangiulli, Ivan",10.1002/acp.3986,Registered report: The effects of incentivized lies on memory,Applied Cognitive Psychology,moin,yes,,yes,rr,https://osf.io/n5syk/overview,
1075,2022,"Martarelli, Corinna S.; Ovalle-Fresa, Rebecca; Popic, Deian; Globig, Laura K.; Rothen, Nicolas",10.1016/j.cortex.2022.08.003,Reinstating location improves mnemonic access but not fidelity of visual mental representations,Cortex,moin,yes,,yes,rr,https://osf.io/3npd5/overview,
1226,2023,"Basanovic, Julian; Dondzilo, Laura; Rudaizky, Daniel; Van Bockstaele, Bram",10.1177/17470218221108270,Reliability and convergence of approach/avoidance bias assessment tasks in the food consumption domain,Quarterly Journal of Experimental Psychology,moin,yes,,yes,rr,https://osf.io/kd5fn/overview,
1007,2021,"Isler, Ozan; Yilmaz, Onurcan; John Maule, A.",10.1038/s41562-020-01014-3,"Religion, parochialism and intuitive cooperation",Nature Human Behaviour,moin,yes,,yes,rr,https://doi.org/10.6084/m9.figshare.12086781,
1184,2020,"Halfmann, Emma; Bredehöft, Janne; Häusser, Jan Alexander",10.1177/0956797620902101,"Replicating Roaches: A Preregistered Direct Replication of Zajonc, Heingartner, and Herman’s (1969) Social-Facilitation Study",Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,"Prereg, not RR, was indicated as replication"
1055,2021,"Chen, Jieying; Kwan, Lok Ching; Ma, Lok Yeung; Choi, Hiu Yee; Lo, Ying Ching; Au, Shin Yee; Tsang, Chi Ho; Cheng, Bo Ley; Feldman, Gilad",10.1016/j.jesp.2021.104154,Retrospective and prospective hindsight bias: Replications and extensions of Fischhoff (1975) and Slovic and Fischhoff (1977),Journal of Experimental Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,"Prereg, not RR, was indicated as replication"
1056,2022,"Chandrashekar, Subramanya Prasad; Chan, Yee Yan; Cheng, Kar Lam; Yao, Donna; Lo, Chung Yan Sharon; Cheung, Tsz Chun Anson; Tang, Hoi Yan Sandy; Leung, Yuen Ting Andy; Tsoi, Chi N.; Cheng, Bo Ley; Ng, Ka Wai; Feldman, Gilad",10.1016/j.jesp.2022.104372,Revisiting the folk concept of intentionality: Replications of Malle and Knobe (1997),Journal of Experimental Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,"Prereg, not RR, was indicated as replication"
1218,2022,"McLaughlin, Drew J.; Brown, Violet A.; Carraturo, Sita; Van Engen, Kristin J.",10.3758/s13414-021-02423-w,Revisiting the relationship between implicit racial bias and audiovisual benefit for nonnative-accented speech,"Attention, Perception, and Psychophysics",moin,no,no stage 1,no,not_rr_after_all,NA,"Prereg, not RR, was indicated as replication"
1145,2022,"Yeung, Siu Kit; Feldman, Gilad",10.1525/collabra.37122,Revisiting the Temporal Pattern of Regret in Action Versus Inaction: Replication of Gilovich and Medvec (1994) With Extensions Examining Responsibility,Collabra,moin,no,no stage 1,no,not_rr_after_all,NA,"Prereg, not RR, was indicated as replication"
1062,2023,"Geambașu, Andreea; Spit, Sybren; van Renswoude, Daan; Blom, Elma; Fikkert, Paula J.P.M.; Hunnius, Sabine; Junge, Caroline C.M.M.; Verhagen, Josje; Visser, Ingmar; Wijnen, Frank; Levelt, Clara C.",10.1111/desc.13244,"Robustness of the rule-learning effect in 7-month-old infants: A close, multicenter replication of Marcus et al. (1999)",Developmental Science,moin,no,replication,yes,replication,https://osf.io/hcmv7/files/9rqzx,
1160,2023,"Grange, James A.",10.1080/02699931.2023.2176289,Rumination and inhibition in task switching: no evidence for an association,Cognition and Emotion,moin,yes,,yes,rr,https://osf.io/76skr/overview,
1236,2022,"Van Geert, Eline; Moors, Pieter; Haaf, Julia; Wagemans, Johan",10.1177/20416695221109300,"Same stimulus, same temporal context, different percept? Individual differences in hysteresis and adaptation when perceiving multistable dot lattices",i-Perception,moin,yes,,yes,rr,https://osf.io/qmgca/overview,
1011,2022,"Altay, Sacha; Schwartz, Marlène; Hacquin, Anne-Sophie; Allard, Aurélien; Blancke, Stefaan; Mercier, Hugo",10.1038/s41562-021-01271-w,Scaling up interactive argumentation by providing counterarguments with a chatbot,Nature Human Behaviour,moin,yes,,yes,rr,https://doi.org/10.6084/m9.figshare.13122527,
